Programma;Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;ID Submisura;Codice CID;Codice Univoco submisura;Descrizione Submisura;Amministrazione Titolare;Importo Totale;Campo d’intervento Clima;Coefficiente TAG Clima;Campo d’intervento Digitale;Coefficiente TAG Digitale;Importo Contribuzione al Clima;Importo Contribuzione al Digitale
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I5.1;M1C2I5.01;Politiche industriali di filiera e internazionalizzazione  ;M1C2I5.1.1;M1C2I5.1;M1C2I5.01.01;Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST;MIN AFFARI ESTERI E COOPERAZ INT;1200000000;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttivi;0;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttivi;40;0;480000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I5.1;M1C2I5.01;Politiche industriali di filiera e internazionalizzazione  ;M1C2I5.1.2;M1C2I5.2;M1C2I5.01.02;Competitività e resilienza delle filiere produttive;MINISTERO IMPRESE E DEL MADE IN ITALY;750000000;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttivi;0;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttivi;40;0;300000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I6.1;M1C2I6.01;Investimento nel sistema della proprietà industriale;M1C2I6.1;M1C2I6;M1C2I6.01.00;Investimento nel sistema della proprietà industriale;MINISTERO IMPRESE E DEL MADE IN ITALY;30000000;008 - Attività di ricerca e innovazione in PMI, comprese le attività in rete;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.1;M1C3I1.1;M1C3I1.01.01;Piano nazionale di digitalizzazione per i beni culturali;MINISTERO DELLA CULTURA;2000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;2000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.2;M1C3I1.1;M1C3I1.01.02;Sistema di certificazione dell'identità digitale per i beni culturali;MINISTERO DELLA CULTURA;16000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;16000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.3;M1C3I1.1;M1C3I1.01.03;Servizi di infrastruttura cloud;MINISTERO DELLA CULTURA;25000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;25000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.4;M1C3I1.1;M1C3I1.01.04;Infrastruttura digitale per il patrimonio culturale;MINISTERO DELLA CULTURA;73000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;73000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.5;M1C3I1.1;M1C3I1.01.05;Digitalizzazione;MINISTERO DELLA CULTURA;200000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;200000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.6;M1C3I1.1;M1C3I1.01.06;Formazione e miglioramento delle competenze digitali;MINISTERO DELLA CULTURA;20000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;20000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.7;M1C3I1.1;M1C3I1.01.07;Supporto operativo;MINISTERO DELLA CULTURA;5000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;5000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.8;M1C3I1.1;M1C3I1.01.08;Polo di conservazione digitale;MINISTERO DELLA CULTURA;58000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;58000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.9;M1C3I1.1;M1C3I1.01.09;Portale dei procedimenti e dei servizi ai cittadini;MINISTERO DELLA CULTURA;10000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;10000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.10;M1C3I1.1;M1C3I1.01.10;Piattaforma di accesso integrata della Digital Library;MINISTERO DELLA CULTURA;36000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;36000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.11;M1C3I1.1;M1C3I1.01.11;Piattaforma di co-creazione e crowdsourcing;MINISTERO DELLA CULTURA;10000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;10000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.12;M1C3I1.1;M1C3I1.01.12;Piattaforma di servizi digitali per sviluppatori e imprese culturali;MINISTERO DELLA CULTURA;45000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;45000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.2;M1C3I1.02;Rimozione delle barriere fisiche e cognitive in musei, biblioteche e archivi per consentire un più ampio accesso e partecipazione alla cultura;M1C3I1.2;M1C3I1.2;M1C3I1.02.00;Rimozione delle barriere fisiche e cognitive in musei, biblioteche e archivi per consentire un più ampio accesso e partecipazione alla cultura;MINISTERO DELLA CULTURA;300000000;129 - Protezione, sviluppo e promozione del patrimonio culturale e dei servizi culturali;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.3;M1C3I1.03;Migliorare l'efficienza energetica nei cinema, nei teatri e nei musei;M1C3I1.3;M1C3I1.3;M1C3I1.03.00;Migliorare l'efficienza energetica nei cinema, nei teatri e nei musei;MINISTERO DELLA CULTURA;210000000;026 - Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica e misure relative all'efficienza energetica per tali infrastrutture, progetti dimostrativi e misure di sostegno;40;N/A;N/A;84000000;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.3;M1C3I1.03;Migliorare l'efficienza energetica nei cinema, nei teatri e nei musei;M1C3I1.3;M1C3I1.3;M1C3I1.03.00;Migliorare l'efficienza energetica nei cinema, nei teatri e nei musei;MINISTERO DELLA CULTURA;90000000;128 - Protezione, sviluppo e promozione dei beni turistici pubblici e dei servizi turistici;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.1;M1C3I2.01;Attrattività dei borghi;M1C3I2.1;M1C3I2.1;M1C3I2.01.00;Attrattività dei borghi;MINISTERO DELLA CULTURA;100000000;024 - Efficienza energetica e progetti dimostrativi nelle PMI e misure di sostegno;40;N/A;N/A;40000000;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.1;M1C3I2.01;Attrattività dei borghi;M1C3I2.1;M1C3I2.1;M1C3I2.01.00;Attrattività dei borghi;MINISTERO DELLA CULTURA;360000000;128 - Protezione, sviluppo e promozione dei beni turistici pubblici e dei servizi turistici;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.1;M1C3I2.01;Attrattività dei borghi;M1C3I2.1;M1C3I2.1;M1C3I2.01.00;Attrattività dei borghi;MINISTERO DELLA CULTURA;560000000;026 - Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica e misure relative all'efficienza energetica per tali infrastrutture, progetti dimostrativi e misure di sostegno;40;N/A;N/A;224000000;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.2;M1C3I2.02;Tutela e valorizzazione dell'architettura e del paesaggio rurale;M1C3I2.2;M1C3I2.2;M1C3I2.02.00;Tutela e valorizzazione dell'architettura e del paesaggio rurale;MINISTERO DELLA CULTURA;600000000;129 - Protezione, sviluppo e promozione del patrimonio culturale e dei servizi culturali;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.3;M1C3I2.03.00;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MINISTERO DELLA CULTURA;300000000;050 - Tutela della natura e della biodiversità, patrimonio e risorse naturali, infrastrutture verdi e blu;40;N/A;N/A;120000000;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.4;M1C3I2.04;Sicurezza sismica nei luoghi di culto, restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art);M1C3I2.4;M1C3I2.4;M1C3I2.04.00;Sicurezza sismica nei luoghi di culto, restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art);MINISTERO DELLA CULTURA;800000000;038 - Prevenzione e gestione dei rischi naturali non connessi al clima (come i terremoti) e dei rischi collegati alle attività umane (per esempio incidenti tecnologici), comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture per la gestione delle catastrofi e gli approcci basati sugli ecosistemi;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.2;M1C3I3.02.00;Sviluppo industria cinematografica (Progetto Cinecittà);MINISTERO DELLA CULTURA;61000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;61000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.2;M1C3I3.02.00;Sviluppo industria cinematografica (Progetto Cinecittà);MINISTERO DELLA CULTURA;8900000;128 - Protezione, sviluppo e promozione dei beni turistici pubblici e dei servizi turistici;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.2;M1C3I3.02.00;Sviluppo industria cinematografica (Progetto Cinecittà);MINISTERO DELLA CULTURA;165200000;025TER - Costruzione di nuovi edifici efficienti sotto il profilo energetico;40;N/A;N/A;66080000;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.2;M1C3I3.02.00;Sviluppo industria cinematografica (Progetto Cinecittà);MINISTERO DELLA CULTURA;64900000;026 - Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica e misure relative all'efficienza energetica per tali infrastrutture, progetti dimostrativi e misure di sostegno;40;N/A;N/A;25960000;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.1;M1C3I3.3;M1C3I3.03.01;Interventi per migliorare l'ecosistema in cui operano i settori culturali e creativi, incoraggiando la cooperazione tra operatori cultuari e organizzazioni e facilitando upskill e reskill;MINISTERO DELLA CULTURA;10000000;Z023 - Processi di ricerca e innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia circolare;0;021BIS - Sostegno alla produzione e alla distribuzione di contenuti digitali;100;0;10000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.2;M1C3I3.3;M1C3I3.03.02;Sostegno ai settori culturali e creativi per l'innovazione e la transizione digitale;MINISTERO DELLA CULTURA;115000000;Z023 - Processi di ricerca e innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia circolare;0;021BIS - Sostegno alla produzione e alla distribuzione di contenuti digitali;100;0;115000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.3;M1C3I3.3;M1C3I3.03.03;Promuovere la riduzione dell'impronta ecologica degli eventi culturali;MINISTERO DELLA CULTURA;10000000;Z023 - Processi di ricerca e innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia circolare;0;021BIS - Sostegno alla produzione e alla distribuzione di contenuti digitali;100;0;10000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.4;M1C3I3.3;M1C3I3.03.04;Promuovere l'innovazione e l'eco-progettazione inclusiva;MINISTERO DELLA CULTURA;20000000;Z023 - Processi di ricerca e innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia circolare;0;021BIS - Sostegno alla produzione e alla distribuzione di contenuti digitali;100;0;20000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.1;M1C3I4.01;Hub del Turismo Digitale;M1C3I4.1;M1C3I4.1;M1C3I4.01.00;Hub del Turismo Digitale;MINISTERO DEL TURISMO;114000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011BIS - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione conformemente ai criteri di riduzione delle emissioni di gas a effetto serra o di efficienza energetica;100;0;114000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.1;M1C3I4.2;M1C3I4.02.01;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit;MINISTERO DEL TURISMO;299000000;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttivi;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.1;M1C3I4.2;M1C3I4.02.01;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit;MINISTERO DEL TURISMO;299000000;025 - Rinnovo della dotazione di alloggi sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;40;N/A;N/A;119600000;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.2;M1C3I4.2;M1C3I4.02.02;Digitalizzazione Agenzie e Tour Operator;MINISTERO DEL TURISMO;0;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttivi;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.2;M1C3I4.2;M1C3I4.02.02;Digitalizzazione Agenzie e Tour Operator;MINISTERO DEL TURISMO;0;025 - Rinnovo della dotazione di alloggi sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;40;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.3;M1C3I4.2;M1C3I4.02.03;Sviluppo e resilienza delle imprese del settore turistico (Fondo dei Fondi BEI);MINISTERO DEL TURISMO;250000000;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttivi;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.3;M1C3I4.2;M1C3I4.02.03;Sviluppo e resilienza delle imprese del settore turistico (Fondo dei Fondi BEI);MINISTERO DEL TURISMO;250000000;025 - Rinnovo della dotazione di alloggi sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;40;N/A;N/A;100000000;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.4;M1C3I4.2;M1C3I4.02.04;Sostegno alla nascita e al consolidamento delle pmi turismo (Sezione speciale “turismo” del Fondo di Garanzia per le PMI);MINISTERO DEL TURISMO;179000000;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttivi;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.4;M1C3I4.2;M1C3I4.02.04;Sostegno alla nascita e al consolidamento delle pmi turismo (Sezione speciale “turismo” del Fondo di Garanzia per le PMI);MINISTERO DEL TURISMO;179000000;025 - Rinnovo della dotazione di alloggi sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;40;N/A;N/A;71600000;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.5;M1C3I4.2;M1C3I4.02.05;Fondo rotativo imprese (FRI)  per il sostegno alle imprese e gli investimenti di sviluppo;MINISTERO DEL TURISMO;90000000;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttivi;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.5;M1C3I4.2;M1C3I4.02.05;Fondo rotativo imprese (FRI)  per il sostegno alle imprese e gli investimenti di sviluppo;MINISTERO DEL TURISMO;90000000;025 - Rinnovo della dotazione di alloggi sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;40;N/A;N/A;36000000;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.6;M1C3I4.2;M1C3I4.02.06;Valorizzazione, competitività e tutela del patrimonio ricettivo attraverso la partecipazione del Min. Turismo nel Fondo Nazionale Turismo;MINISTERO DEL TURISMO;75000000;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttivi;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.6;M1C3I4.2;M1C3I4.02.06;Valorizzazione, competitività e tutela del patrimonio ricettivo attraverso la partecipazione del Min. Turismo nel Fondo Nazionale Turismo;MINISTERO DEL TURISMO;75000000;025 - Rinnovo della dotazione di alloggi sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;40;N/A;N/A;30000000;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.3;M1C3I4.03;Caput Mundi. Next Generation EU per grandi eventi turistici;M1C3I4.3.1;M1C3I4.3;M1C3I4.03.01;Roman Cultural Heritage for EU-Next Generation;MINISTERO DEL TURISMO;170000000;128 - Protezione, sviluppo e promozione dei beni turistici pubblici e dei servizi turistici;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.3;M1C3I4.03;Caput Mundi. Next Generation EU per grandi eventi turistici;M1C3I4.3.2;M1C3I4.3;M1C3I4.03.02;I percorsi Giubilari 2025;MINISTERO DEL TURISMO;160000000;128 - Protezione, sviluppo e promozione dei beni turistici pubblici e dei servizi turistici;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.3;M1C3I4.03;Caput Mundi. Next Generation EU per grandi eventi turistici;M1C3I4.3.3;M1C3I4.3;M1C3I4.03.03;La città condivisa;MINISTERO DEL TURISMO;90000000;128 - Protezione, sviluppo e promozione dei beni turistici pubblici e dei servizi turistici;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.3;M1C3I4.03;Caput Mundi. Next Generation EU per grandi eventi turistici;M1C3I4.3.4;M1C3I4.3;M1C3I4.03.04;Mitingodiverde;MINISTERO DEL TURISMO;60000000;128 - Protezione, sviluppo e promozione dei beni turistici pubblici e dei servizi turistici;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.3;M1C3I4.03;Caput Mundi. Next Generation EU per grandi eventi turistici;M1C3I4.3.5;M1C3I4.3;M1C3I4.03.05;Roma 4.0;MINISTERO DEL TURISMO;10000000;128 - Protezione, sviluppo e promozione dei beni turistici pubblici e dei servizi turistici;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.3;M1C3I4.03;Caput Mundi. Next Generation EU per grandi eventi turistici;M1C3I4.3.6;M1C3I4.3;M1C3I4.03.06;Amanotesa;MINISTERO DEL TURISMO;10000000;128 - Protezione, sviluppo e promozione dei beni turistici pubblici e dei servizi turistici;0;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3R3.1;M1C3R3.01;Criteri ambientali minimi per eventi culturali;M1C3R3.1;M1C3R3.1;M1C3R3.01.00;Criteri ambientali minimi per eventi culturali;MIN AMBIENTE E SICUREZZA ENERGETICA;0;035 - Misure di adattamento ai cambiamenti climatici e prevenzione e gestione dei rischi connessi al clima: inondazioni (comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture di gestione delle catastrofi e gli approcci basati sugli ecosistemi);100;N/A;N/A;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3R4.1;M1C3R4.01;Ordinamento delle professioni delle guide turistiche;M1C3R4.1;M1C3R4.1;M1C3R4.01.00;Ordinamento delle professioni delle guide turistiche;MINISTERO DEL TURISMO;0;128 - Protezione, sviluppo e promozione dei beni turistici pubblici e dei servizi turistici;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I1.1;M2C1I1.01;Realizzazione nuovi impianti di gestione rifiuti e ammodernamento di impianti esistenti;M2C1I1.1;M2C1I1.1;M2C1I1.01.00;Realizzazione nuovi impianti di gestione rifiuti e ammodernamento di impianti esistenti;MIN AMBIENTE E SICUREZZA ENERGETICA;1500000000;042 - Gestione dei rifiuti domestici: misure di prevenzione, minimizzazione, smistamento, riutilizzo e riciclaggio;40;N/A;N/A;600000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I1.2;M2C1I1.02;Progetti “faro” di economia circolare;M2C1I1.2;M2C1I1.2;M2C1I1.02.00;Progetti “faro” di economia circolare;MIN AMBIENTE E SICUREZZA ENERGETICA;600000000;042 - Gestione dei rifiuti domestici: misure di prevenzione, minimizzazione, smistamento, riutilizzo e riciclaggio;40;N/A;N/A;240000000;0
