Codice Univoco submisura;CUP ;codice fiscale PROGRAMMATORE;Denominazione PROGRAMMATORE;forma giuridica PROGRAMMATORE;descrizione forma giuritica PROGRAMMATORE;Codice ATECO PROGRAMMATORE ;codice fiscale  ATTUATORE;Denominazione ATTUATORE;forma giuridica ATTUATORE;descrizione forma giuritica ATTUATORE;Codice ATECO ATTUTORE;codice fiscale BENEFICIARIO;Denominazione BENEFICIARIO;forma giuridica_BENEFICIARIO;descrizione forma giuritica  BENEFICIARIO;Codice ATECO BENEFICIARIO 
M1C2I5.01.01;E81B21008070006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04303250759;ECHOLIGHT S.P.A.;10;Società  per azioni;26.60.09;04303250759;ECHOLIGHT S.P.A.;10;Società  per azioni;26.60.09
M1C2I5.01.01;E41B21016640006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01301170203;AGROFER S.R.L.;11;Società  a responsabilità  limitata;28.30.10;01301170203;AGROFER S.R.L.;11;Società  a responsabilità  limitata;28.30.10
M1C2I5.01.01;E31B21013670006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03256040233;E-TIME S.R.L.;11;Società  a responsabilità  limitata;62.01.00;03256040233;E-TIME S.R.L.;11;Società  a responsabilità  limitata;62.01.00
M1C2I5.01.01;E21B21006840006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01632580997;ETA STUDIOS SOCIETA' A RESPONSABILITA' L;11;Società  a responsabilità  limitata;62.01.00;01632580997;ETA STUDIOS SOCIETA' A RESPONSABILITA' L;11;Società  a responsabilità  limitata;62.01.00
M1C2I5.01.01;E81B21015660006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03412740171;ID&A S.R.L.;11;Società  a responsabilità  limitata;28.29.10;03412740171;ID&A S.R.L.;11;Società  a responsabilità  limitata;28.29.10
M1C2I5.01.01;E11B21008080006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02630351217;COPPOLA ENTERPRICE - S.R.L.;11;Società  a responsabilità  limitata;46.32.10;02630351217;COPPOLA ENTERPRICE - S.R.L.;11;Società  a responsabilità  limitata;46.32.10
M1C2I5.01.01;E41B21016650006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;10139910961;ORT ITALIA SINCE 1964 S.R.L.;11;Società  a responsabilità  limitata;28.49.01;10139910961;ORT ITALIA SINCE 1964 S.R.L.;11;Società  a responsabilità  limitata;28.49.01
M1C2I5.01.01;E81B21014890006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;06554590585;MICROMEGAS COMUNICAZIONE S.R.L.;11;Società  a responsabilità  limitata;82.30.00;06554590585;MICROMEGAS COMUNICAZIONE S.R.L.;11;Società  a responsabilità  limitata;82.30.00
M1C2I5.01.01;E81B21009180006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;10184951001;STUDIO SCHIATTARELLA E ASSOCIATI SRL;11;Società  a responsabilità  limitata;71.11.00;10184951001;STUDIO SCHIATTARELLA E ASSOCIATI SRL;11;Società  a responsabilità  limitata;71.11.00
M1C2I5.01.01;E41B21016520006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01384430151;TRUFFINI & REGGE' FARMACEUTICI S.R.L.;11;Società  a responsabilità  limitata;20.11.00;01384430151;TRUFFINI & REGGE' FARMACEUTICI S.R.L.;11;Società  a responsabilità  limitata;20.11.00
M1C2I5.01.01;E21B21005890006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02841560044;TAZ GROUP S.R.L.;11;Società  a responsabilità  limitata;46.39.10;02841560044;TAZ GROUP S.R.L.;11;Società  a responsabilità  limitata;46.39.10
M1C2I5.01.01;E61B21012440006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00290480631;MARIA IMMACOLATA FORTINI S.R.L.;11;Società  a responsabilità  limitata;55.10.00;00290480631;MARIA IMMACOLATA FORTINI S.R.L.;11;Società  a responsabilità  limitata;55.10.00
M1C2I5.01.01;E81B21014900006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01655170445;PICENI ART FOR JOB SOCIETA' COOPERATIVA;14;SocietàCooperativa a mutualità  preval.;59.11.00;01655170445;PICENI ART FOR JOB SOCIETA' COOPERATIVA;14;SocietàCooperativa a mutualità  preval.;59.11.00
M1C2I5.01.01;E61B21007750006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01152590954;SARDINYA CARNI S.R.L.;11;Società  a responsabilità  limitata;46.32.10;01152590954;SARDINYA CARNI S.R.L.;11;Società  a responsabilità  limitata;46.32.10
M1C2I5.01.01;E11B21013330006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03606180713;TECNOFRUTTA S.R.L.;11;Società  a responsabilità  limitata;28.30.10;03606180713;TECNOFRUTTA S.R.L.;11;Società  a responsabilità  limitata;28.30.10
M1C2I5.01.01;E71B21006000006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;06578850486;HOSPITEX INTERNATIONAL S.R.L.;11;Società  a responsabilità  limitata;26.60.09;06578850486;HOSPITEX INTERNATIONAL S.R.L.;11;Società  a responsabilità  limitata;26.60.09
M1C2I5.01.01;E21B21010580006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;08509751213;CIRO CAPASSO SERVICE S.R.L.;11;Società  a responsabilità  limitata;38.32.10;08509751213;CIRO CAPASSO SERVICE S.R.L.;11;Società  a responsabilità  limitata;38.32.10
M1C2I5.01.01;E51B21008740006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02147130682;TELECOM & SECURITY S.R.L.;11;Società  a responsabilità  limitata;26.30.10;02147130682;TELECOM & SECURITY S.R.L.;11;Società  a responsabilità  limitata;26.30.10
M1C2I5.01.01;E81B21009190006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01577420696;TAIM S.R.L.;11;Società  a responsabilità  limitata;28.29.10;01577420696;TAIM S.R.L.;11;Società  a responsabilità  limitata;28.29.10
M1C2I5.01.01;E51B21009070006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02218070593;MAPPI INTERNATIONAL S.R.L.;11;Società  a responsabilità  limitata;28.49.01;02218070593;MAPPI INTERNATIONAL S.R.L.;11;Società  a responsabilità  limitata;28.49.01
M1C2I5.01.01;E71B21006010006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01635550161;FAPIL S.R.L.;11;Società  a responsabilità  limitata;25.73.12;01635550161;FAPIL S.R.L.;11;Società  a responsabilità  limitata;25.73.12
M1C2I5.01.01;E41B21016660006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05199130963;MALVI & CO. SRL;11;Società  a responsabilità  limitata;14.19.10;05199130963;MALVI & CO. SRL;11;Società  a responsabilità  limitata;14.19.10
M1C2I5.01.01;E81B21014910006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;12134941009;ENOTECA ROCCHI DISTRIBUZIONE S.R.L.;11;Società  a responsabilità  limitata;46.34.10;12134941009;ENOTECA ROCCHI DISTRIBUZIONE S.R.L.;11;Società  a responsabilità  limitata;46.34.10
M1C2I5.01.01;E31B21009620006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04870631217;GUIDA ITALY S.R.L.;11;Società  a responsabilità  limitata;46.42.10;04870631217;GUIDA ITALY S.R.L.;11;Società  a responsabilità  limitata;46.42.10
M1C2I5.01.01;E71B21011020006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05859630724;GEVA MODA S.R.L;11;Società  a responsabilità  limitata;14.11.00;05859630724;GEVA MODA S.R.L;11;Società  a responsabilità  limitata;14.11.00
M1C2I5.01.01;E71B21006020006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00223620162;F.G.S. FONDERIA GHISE E ACCIAI SPECIALI;10;Società  per azioni;24.51.00;00223620162;F.G.S. FONDERIA GHISE E ACCIAI SPECIALI;10;Società  per azioni;24.51.00
M1C2I5.01.01;E31B21014330006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04698930726;DIFAST SOCIETA' A RESPONSABILITA' LIMITA;11;Società  a responsabilità  limitata;28.21.10;04698930726;DIFAST SOCIETA' A RESPONSABILITA' LIMITA;11;Società  a responsabilità  limitata;28.21.10
M1C2I5.01.01;E81B21014920006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;12219781007;V.G. S.R.L.;11;Società  a responsabilità  limitata;47.78.10;12219781007;V.G. S.R.L.;11;Società  a responsabilità  limitata;47.78.10
M1C2I5.01.01;E91B21007880006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02495270346;YCOM S.R.L.;11;Società  a responsabilità  limitata;71.12.10;02495270346;YCOM S.R.L.;11;Società  a responsabilità  limitata;71.12.10
M1C2I5.01.01;E31B21014150006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01795210432;CIVITANAVI SYSTEMS SRL;11;Società  a responsabilità  limitata;26.51.10;01795210432;CIVITANAVI SYSTEMS SRL;11;Società  a responsabilità  limitata;26.51.10
M1C2I5.01.01;E91B21007030006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04626700266;BARED S.R.L.;11;Società  a responsabilità  limitata;28.93.00;04626700266;BARED S.R.L.;11;Società  a responsabilità  limitata;28.93.00
M1C2I5.01.01;E21B21010590006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00778590679;PROEL S.P.A.;10;Società  per azioni;26.40.02;00778590679;PROEL S.P.A.;10;Società  per azioni;26.40.02
M1C2I5.01.01;E61B21011680006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;08925681218;RICAMBI AUTO 24 S.R.L.S.;11;Società  a responsabilità  limitata;47.91.10;08925681218;RICAMBI AUTO 24 S.R.L.S.;11;Società  a responsabilità  limitata;47.91.10
M1C2I5.01.01;E91B21007890006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00190730127;P-INDUSTRY S.R.L.;11;Società  a responsabilità  limitata;25.50.00;00190730127;P-INDUSTRY S.R.L.;11;Società  a responsabilità  limitata;25.50.00
M1C2I5.01.01;E91B21011730006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01955400435;FALEGNAMERIA MARCHIGIANA SRL;11;Società  a responsabilità  limitata;46.73.10;01955400435;FALEGNAMERIA MARCHIGIANA SRL;11;Società  a responsabilità  limitata;46.73.10
M1C2I5.01.01;E21B21005900006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03301140657;ERREGI - S.R.L. -;11;Società  a responsabilità  limitata;46.39.10;03301140657;ERREGI - S.R.L. -;11;Società  a responsabilità  limitata;46.39.10
M1C2I5.01.01;E31B21014340006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02339680049;ROBINO & GALANDRINO S.P.A.;10;Società  per azioni;28.29.10;02339680049;ROBINO & GALANDRINO S.P.A.;10;Società  per azioni;28.29.10
M1C2I5.01.01;E41B21015860006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;10193250965;TWO LEADERS S.R.L.;11;Società  a responsabilità  limitata;74.90.11;10193250965;TWO LEADERS S.R.L.;11;Società  a responsabilità  limitata;74.90.11
M1C2I5.01.01;E11B21009180006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03389800248;ADOTTA ITALIA S.R.L.;11;Società  a responsabilità  limitata;43.32.01;03389800248;ADOTTA ITALIA S.R.L.;11;Società  a responsabilità  limitata;43.32.01
M1C2I5.01.01;E31B21014160006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05974010489;G. & P. S.R.L.;11;Società  a responsabilità  limitata;14.11.00;05974010489;G. & P. S.R.L.;11;Società  a responsabilità  limitata;14.11.00
M1C2I5.01.01;E51B21005270006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04246510871;ITALSPAZIO S.R.L.;11;Società  a responsabilità  limitata;61.30.00;04246510871;ITALSPAZIO S.R.L.;11;Società  a responsabilità  limitata;61.30.00
M1C2I5.01.01;E91B21011860006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04471610727;I.G.F. S.R.L. ITALIAN GROUP OF FACTORIES;11;Società  a responsabilità  limitata;15.20.10;04471610727;I.G.F. S.R.L. ITALIAN GROUP OF FACTORIES;11;Società  a responsabilità  limitata;15.20.10
M1C2I5.01.01;E71B21010450006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05561441212;PA.MI. S.R.L.;12;Srl con un unico socio;56.30.00;05561441212;PA.MI. S.R.L.;12;Srl con un unico socio;56.30.00
M1C2I5.01.01;E81B21009200006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03242760241;SARACINO SRL;11;Società  a responsabilità  limitata;56.10.12;03242760241;SARACINO SRL;11;Società  a responsabilità  limitata;56.10.12
M1C2I5.01.01;E41B21016530006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03351530989;GM PRODUCTION S.R.L.;11;Società  a responsabilità  limitata;25.62.00;03351530989;GM PRODUCTION S.R.L.;11;Società  a responsabilità  limitata;25.62.00
M1C2I5.01.01;E11B21008090006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01343190599;ANSA COMPOSITI S.R.L.;11;Società  a responsabilità  limitata;22.29.01;01343190599;ANSA COMPOSITI S.R.L.;11;Società  a responsabilità  limitata;22.29.01
M1C2I5.01.01;E41B21016670006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;08359300152;KRIPTONITE ITALIA S.R.L.;11;Società  a responsabilità  limitata;31.01.10;08359300152;KRIPTONITE ITALIA S.R.L.;11;Società  a responsabilità  limitata;31.01.10
M1C2I5.01.01;E91B21011240006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01619310053;3 A S.R.L.;11;Società  a responsabilità  limitata;55.10.00;01619310053;3 A S.R.L.;11;Società  a responsabilità  limitata;55.10.00
M1C2I5.01.01;E31B21009630006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01007320995;FONTANABUONA MOBILI S.R.L.;11;Società  a responsabilità  limitata;16.23.10;01007320995;FONTANABUONA MOBILI S.R.L.;11;Società  a responsabilità  limitata;16.23.10
M1C2I5.01.01;E11B21013340006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;12201870016;AUTOMOTIVE TECHNOLOGIES AND SOLUTIONS S.;11;Società  a responsabilità  limitata;45.31.01;12201870016;AUTOMOTIVE TECHNOLOGIES AND SOLUTIONS S.;11;Società  a responsabilità  limitata;45.31.01
M1C2I5.01.01;E21B21005910006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00435080304;CHINESPORT S.P.A.;10;Società  per azioni;32.50.14;00435080304;CHINESPORT S.P.A.;10;Società  per azioni;32.50.14
M1C2I5.01.01;E51B21009220006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02384030165;IN CROISSANTERIA S.R.L.;11;Società  a responsabilità  limitata;56.10.12;02384030165;IN CROISSANTERIA S.R.L.;11;Società  a responsabilità  limitata;56.10.12
M1C2I5.01.01;E71B21010460006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01791750746;ALMI FOOD S.R.L.;11;Società  a responsabilità  limitata;46.38.10;01791750746;ALMI FOOD S.R.L.;11;Società  a responsabilità  limitata;46.38.10
M1C2I5.01.01;E41B21010920006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;06976570728;COCCOLE S.R.L.;11;Società  a responsabilità  limitata;47.71.10;06976570728;COCCOLE S.R.L.;11;Società  a responsabilità  limitata;47.71.10
M1C2I5.01.01;E61B21012260006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;07991130720;MINITOOLS SRL;11;Società  a responsabilità  limitata;47.91.10;07991130720;MINITOOLS SRL;11;Società  a responsabilità  limitata;47.91.10
M1C2I5.01.01;E31B21008670006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04419450269;ITALIAN TOP GEARS S.R.L.;11;Società  a responsabilità  limitata;28.22.02;04419450269;ITALIAN TOP GEARS S.R.L.;11;Società  a responsabilità  limitata;28.22.02
M1C2I5.01.01;E91B21011870006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03226380610;LUCIANO S.R.L.;11;Società  a responsabilità  limitata;47.91.10;03226380610;LUCIANO S.R.L.;11;Società  a responsabilità  limitata;47.91.10
M1C2I5.01.01;E71B21010470006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02310600214;FRANZ KRALER S.R.L.;11;Società  a responsabilità  limitata;47.71.10;02310600214;FRANZ KRALER S.R.L.;11;Società  a responsabilità  limitata;47.71.10
M1C2I5.01.01;E21B21006850006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01827950500;LA SCARPA S.R.L.;11;Società  a responsabilità  limitata;15.11.00;01827950500;LA SCARPA S.R.L.;11;Società  a responsabilità  limitata;15.11.00
M1C2I5.01.01;E11B21013350006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00670710508;EDRA - S.P.A.;10;Società  per azioni;31.09.10;00670710508;EDRA - S.P.A.;10;Società  per azioni;31.09.10
M1C2I5.01.01;E11B21008100006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03828681217;INDUSTRY AUTOMATION MANUFACTURING AND SE;11;Società  a responsabilità  limitata;33.20.08;03828681217;INDUSTRY AUTOMATION MANUFACTURING AND SE;11;Società  a responsabilità  limitata;33.20.08
M1C2I5.01.01;E51B21009230006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01572930186;ITALIAN CONVERTER S.R.L.;11;Società  a responsabilità  limitata;13.96.10;01572930186;ITALIAN CONVERTER S.R.L.;11;Società  a responsabilità  limitata;13.96.10
M1C2I5.01.01;E91B21011250006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;14470991002;OVERSTEP S.R.L.;11;Società  a responsabilità  limitata;73.11.01;14470991002;OVERSTEP S.R.L.;11;Società  a responsabilità  limitata;73.11.01
M1C2I5.01.01;E71B21006660006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;13451210150;AXXAM S.P.A.;10;Società  per azioni;72.11.00;13451210150;AXXAM S.P.A.;10;Società  per azioni;72.11.00
M1C2I5.01.01;E51B21009080006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01276740162;LTF S.P.A.;10;Società  per azioni;28.29.10;01276740162;LTF S.P.A.;10;Società  per azioni;28.29.10
M1C2I5.01.01;E41B21009470006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02442790693;MASCIARELLI TENUTE AGRICOLE SRL;12;Srl con un unico socio;11.02.10;02442790693;MASCIARELLI TENUTE AGRICOLE SRL;12;Srl con un unico socio;11.02.10
M1C2I5.01.01;E51B21009240006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02581230121;FUTURE S.R.L.;11;Società  a responsabilità  limitata;13.96.10;02581230121;FUTURE S.R.L.;11;Società  a responsabilità  limitata;13.96.10
M1C2I5.01.01;E31B21013680006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01241200995;AUDIO EFFETTI S.R.L.;11;Società  a responsabilità  limitata;95.11.00;01241200995;AUDIO EFFETTI S.R.L.;11;Società  a responsabilità  limitata;95.11.00
M1C2I5.01.01;E81B21009210006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03718810165;TEO.REMA S.R.L.;11;Società  a responsabilità  limitata;22.19.09;03718810165;TEO.REMA S.R.L.;11;Società  a responsabilità  limitata;22.19.09
M1C2I5.01.01;E11B21013360006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01814420798;TUTTO CALABRIA DI A. CELLI S.R.L.;11;Società  a responsabilità  limitata;10.39.00;01814420798;TUTTO CALABRIA DI A. CELLI S.R.L.;11;Società  a responsabilità  limitata;10.39.00
M1C2I5.01.01;E61B21006890006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01927580348;MARTINI SOCIETA' PER AZIONI O IN FORMA A;10;Società  per azioni;22.29.01;01927580348;MARTINI SOCIETA' PER AZIONI O IN FORMA A;10;Società  per azioni;22.29.01
M1C2I5.01.01;E91B21011880006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03366520363;BEAUTECH SRL;11;Società  a responsabilità  limitata;46.45.00;03366520363;BEAUTECH SRL;11;Società  a responsabilità  limitata;46.45.00
M1C2I5.01.01;E61B21011690006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;06797961213;INTERACTHING S.R.L.;11;Società  a responsabilità  limitata;62.02.00;06797961213;INTERACTHING S.R.L.;11;Società  a responsabilità  limitata;62.02.00
M1C2I5.01.01;E71B21006670006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03637081211;D.A.R. S.R.L.;11;Società  a responsabilità  limitata;10.39.00;03637081211;D.A.R. S.R.L.;11;Società  a responsabilità  limitata;10.39.00
M1C2I5.01.01;E81B21015670006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01334790191;MA.AG. S.R.L.;11;Società  a responsabilità  limitata;28.30.10;01334790191;MA.AG. S.R.L.;11;Società  a responsabilità  limitata;28.30.10
M1C2I5.01.01;E31B21008680006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01490230990;SVIG S.R.L.;12;Srl con un unico socio;22.19.09;01490230990;SVIG S.R.L.;12;Srl con un unico socio;22.19.09
M1C2I5.01.01;E11B21013480006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03947070987;ROBOT AT WORK SRL;11;Società  a responsabilità  limitata;28.99.10;03947070987;ROBOT AT WORK SRL;11;Società  a responsabilità  limitata;28.99.10
M1C2I5.01.01;E21B21009950006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03845300262;COMETA S.R.L.;12;Srl con un unico socio;25.99.11;03845300262;COMETA S.R.L.;12;Srl con un unico socio;25.99.11
M1C2I5.01.01;E91B21007900006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01546400670;MEC SYSTEM S.R.L.;11;Società  a responsabilità  limitata;25.11.00;01546400670;MEC SYSTEM S.R.L.;11;Società  a responsabilità  limitata;25.11.00
M1C2I5.01.01;E21B21010450006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03176570723;LAB. INSTRUMENTS S.R.L.;11;Società  a responsabilità  limitata;20.59.10;03176570723;LAB. INSTRUMENTS S.R.L.;11;Società  a responsabilità  limitata;20.59.10
M1C2I5.01.01;E81B21008080006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;10742200156;NICKY CHINI S.R.L.;11;Società  a responsabilità  limitata;20.42.00;10742200156;NICKY CHINI S.R.L.;11;Società  a responsabilità  limitata;20.42.00
M1C2I5.01.01;E91B21011890006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03137160044;MIT.D. S.R.L.;11;Società  a responsabilità  limitata;46.69.11;03137160044;MIT.D. S.R.L.;11;Società  a responsabilità  limitata;46.69.11
M1C2I5.01.01;E61B21011700006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02835460649;COVIN FOOD SRL;11;Società  a responsabilità  limitata;46.32.10;02835460649;COVIN FOOD SRL;11;Società  a responsabilità  limitata;46.32.10
M1C2I5.01.01;E31B21009640006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02338740976;CIATTI E BARONCELLI S.R.L.;11;Società  a responsabilità  limitata;13.92.10;02338740976;CIATTI E BARONCELLI S.R.L.;11;Società  a responsabilità  limitata;13.92.10
M1C2I5.01.01;E81B21015680006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;14296961007;BDM GROUP SOCIETA' A RESPONSABILITA' LIM;11;Società  a responsabilità  limitata;16.29.12;14296961007;BDM GROUP SOCIETA' A RESPONSABILITA' LIM;11;Società  a responsabilità  limitata;16.29.12
M1C2I5.01.01;E41B21009480006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00815740154;INCOMETAL NUOVA S.R.L.;11;Società  a responsabilità  limitata;20.13.09;00815740154;INCOMETAL NUOVA S.R.L.;11;Società  a responsabilità  limitata;20.13.09
M1C2I5.01.01;E11B21013490006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;08564791211;PASTIFICIO G.M. IROLLO S.R.L.;11;Società  a responsabilità  limitata;46.38.10;08564791211;PASTIFICIO G.M. IROLLO S.R.L.;11;Società  a responsabilità  limitata;46.38.10
M1C2I5.01.01;E61B21011710006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;08777001218;LEA SHOES S.R.L. UNIPERSONALE;11;Società  a responsabilità  limitata;46.42.10;08777001218;LEA SHOES S.R.L. UNIPERSONALE;11;Società  a responsabilità  limitata;46.42.10
M1C2I5.01.01;E41B21010930006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03681510164;TORRI LANA 1885 S.R.L.;11;Società  a responsabilità  limitata;13.20.00;03681510164;TORRI LANA 1885 S.R.L.;11;Società  a responsabilità  limitata;13.20.00
