CUP,CIG
F72I20000150001,8359251027
F72J18000040001,9166179A31
F72J18000040001,94882038CE
F72J18000040001,9490430696
F72J18000040001,8868652327
F72J18000040001,9256712066
F72J18000040001,9264001F74
F72J18000040001,950783734D
F72J20000180004,ZC52C64801
F72J20000180004,Z5E2D26FB4
F72J20000180004,Z8A32C1C7E
F72J20000180004,ZA52A36036
F72J20000180004,842192478A
F72J20000180004,Z162D22C41
F72J20000180004,8372660999
F72J20000180004,Z962D95EBD
F72J20000180004,ZE32DB3973
F72J20000180004,ZD73222B5C
F72J20002150001,83420838A9
F72J20002150001,Z112C9B50D
F72J20002240005,8363907267
F72J20002250001,8365838BE7
F72J20002250001,8410667DF6
F73C22000270001,9397064E84
F73C22000270001,9398054F7D
F73C22000280001,93980761A9
F73C22000280001,9398066966
F73C22000290001,9398365027
F73C22000290001,9398335763
F73D20000030002,8241290FA3
F73D20000310001,Z783010F18
F73D20000310001,8401860A33
F73D20000760001,8424519501
F73D20000880001,8435775DBD
F73D20000880001,8435846856
F73D20000890001,Z7735D1D5F
F73D20001240002,ZE235249FE
F73D20001240002,Z6B3512A04
F73D21002170001,9284347584
F73D21002180001,92328347A4
F73D21002190001,ZA93691807
F73D21002210001,ZFA3804EE9
F73D21003340001,8873916B22
F73D21003340001,8943506E9D
F73D21003340001,88736553C2
F73D21003340001,8873918CC8
F73D21003340001,887391497C
F73D21003360001,888195444F
F73D21003370004,8901661B08
F73D21003370004,888249311C
F73D21003440001,89202062DC
F73D21003950006,Z2D37EFE43
F73D21003950006,Z0637B4B67
F73D21003950006,Z7F37B4BA9
F73D21003950006,Z3537EFE75
F73D21004450005,9041446545
F73D21004450005,ZEC3489B1F
F73D22000130006,91191153C2
F73D22000320006,Z663916517
F73D22000410002,9232142C94
F73D22000410002,ZB736695AC
F73D22000410002,ZF1363D3AE
F73D22000410002,923026821E
F73E19000200004,88662103F3
F73E19000200004,8866633106
F73E19000200004,88628818C4
F73F20000030001,9514200636
F73F20000030001,899413964C
F73F20000090001,905594630D
F73F20000090001,ZE63116507
F73F20000090001,ZC52F67D2A
F73F22000030001,9332792F95
F73F22000030001,933275945D
F73F22000030001,9333019AEA
F73F22000040001,93303711BA
F73F22000040001,9332442EC1
F73F22000040001,93330547CD
F73G19000040001,8403358E62
F73G19000050001,Z932F33331
F73G19000050001,ZE12E01039
F73G19000050001,8425036FA2
F73G20000260001,84269299CB
F73G20000300001,8419492099
F73G20000320001,Z5E2E4370A
F73G20000320001,8433616815
F73G20000340001,84264942D4
F73G20000350005,Z732E3BA4C
F73G20000350005,8437169C1B
F73G22000010001,Z013864EDD
F73G22000010001,9418587FDB
F73G22000010001,Z97385727D
F73G22000390001,Z7D376BA67
F73G22000390001,938816707F
F73H18000370002,Z183183A8C
F73H18000370002,8730274204
F73H19000380005,8503423EA2
F73H19000380005,9336821C6C
F73H19000380005,9312667FE8
F73H19000380005,8517461F28
F73H19000740001,8571674128
F73H19000740001,899353430A
F73H19000740001,92839573AE
F73H19000740001,938906123F
F73H19000780005,ZBA37E5D3B
F73H19000780005,9475265409
F73H19000780005,ZAC29C426D
F73H19000780005,Z20298E228
F73H19000790005,Z5427B5CFE
F73H19000790005,9213007DE0
F73H19000870001,9391845BAA
F73H19001070002,ZA130B01A3
F73H19001070002,8663791282
F73H19001070002,86638768A5
F73H19001090002,ZF72E021EB
F73H19001330004,ZE32F6B937
F73H19001330004,Z35350BF4C
F73H19001330004,Z202F6B3B8
F73H19001330004,9026257EE6
F73H19001340001,8461660EB7
F73H19001340001,83662797D5
F73H20000120001,ZF32DBB561
F73H20000130001,828833673C
F73H22000000001,Z71368D302
F73H22000000001,ZE7368D275
F73H22000010001,Z653564262
F73H22000010001,9185553E1E
F73I20000010001,849327583F
F73I22000020001,9328507F7D
F73I22000020001,9328565F5A
F73I22000020001,9328440835
F73I22000030001,9330151C2A
F73I22000030001,933008775B
F73I22000030001,933012136B
F73I22000040001,93299939C8
F73I22000040001,93300286AB
F73I22000040001,9329962036
F73I22000120006,9372652D19
F73I22000130007,932963525C
F74C22000000001,Z8337F8246
F74C22000000001,Z0E388551D
F74C22000080001,Z1E37DD21E
F74C22000080001,Z323806676
F74C22000080001,Z693876EB8
F74C22000080001,Z473806738
F74C22000080001,Z153899A8E
F74C22000240001,Z6E3876548
F74D22000040001,9362421239
F74D22000040001,95234886E9
F74D22000040001,9518525750
F74D22000100001,933297027D
F74D22000100001,9332915519
F74D22000100001,9332870FF3
F74D22000260001,Z143599EF9
F74D22000300003,9252194007
F74D22000300003,9160178205
F74D22000330006,9410170DEE
F74D22000570006,Z5A389959F
F74D22000570006,Z44393A34E
F74D22000570006,Z2E38E00FD
F74D22000690006,9554398AA5
F74D22001160006,93388338C8
F74D22001160006,935647683F
F74D22001300006,9399270AF8
F74D22001300006,ZFA3798971
F74D22001310006,9437547E25
F74D22001310006,Y2F387B463
F74D22001310006,9441632933
F74D22001310006,9441573883
F74D22001310006,94040882EB
F74D22001310006,945562656B
F74D22001310006,YAB387B479
F74D22001310006,94558530C0
F74D22001310006,9462063566
F74D22001310006,95192616AE
F74D22001310006,Y3238181D1
F74D22001310006,945568561B
F74D22001310006,9426415BBB
F74D22001310006,9516051DB2
F74D22001310006,9509927007
F74D22001310006,YE0390F3E2
F74D22001310006,YF83915393
F74D22001310006,9486278440
F74D22001310006,945555392C
F74D22001340006,9401929D3E
F74E18000080005,9095375CE1
F74E18000080005,91753244E4
F74E18000080005,8951476FAA
F74E18000090005,89514824A1
F74E18000090005,914767650A
F74E20000000002,8167458F8B
F74E20000260001,843603544F
F74E20000260001,ZF62E4B068
F74E20000300005,9175335DF5
F74E20000300005,9093460096
F74E20000540007,Z1032F7CBD
F74E20000540007,ZB3386B2CE
F74E20000540007,8813888A76
F74E20000540007,Z383859E7F
F74E21000250001,93976355BB
F74E21000250001,93690722CD
F74E21000250001,9140517140
F74E21000250001,9402934A99
F74E21000250001,9412672EA5
F74E21000250001,9462210EB2
F74E21000250001,9364508C75
F74E21000250001,9271383B47
F74E21000250001,ZA1369C174
F74E21000250001,8881501E78
F74E21000740001,95279129B5
F74E21000760005,9366102FDD
F74E21004400005,890083730E
F74E21005410002,9304715DB6
F74E21005410002,Z5133FBCBD
F74E21005410002,Z303796E73
F74E21006070006,Z8C37F4CD0
F74E21006070006,Z453639893
F74E21006080006,Z47384A68F
F74E21006100001,Z9538CCC73
F74E21006100001,9396403D0B
F74E22000040005,9080562CCE
F74E22000080006,9307705127
F74E22000080006,9307733840
F74E22000080006,93101670DC
F74E22000080006,95621843DD
F74E22000080006,93076671CB
F74E22000080006,9307754994
F74E22000130006,Z08358EF2D
F74E22000130006,9362764D43
F74E22000220009,9284776789
F74E22000260006,92399518C6
F74H14000950002,8628627840
F74H14000950002,918769341D
F74H14000950002,908791832E
F74H16000640006,8654033DF0
F74H16000640006,9354183402
F74H19000080001,843718487D
F74H19000100001,8432980B3C
F74H19000100001,ZCA2E2DAAB
F74H19000110005,8423356544
F74H19000120001,84309353A8
F74H20000210001,842667475D
F74H20000210001,8393723F54
F74H20000280001,ZEB3119475
F74H20000280001,84073046BC
F74H20000280001,Z4B30ACE06
F74H20000450001,842201851D
F74H20000490001,94780183E2
F74H20000490001,8708566800
F74H20000490001,8738250803
F74H20000490001,Z5E3453C46
F74H20000500001,8998998014
F74H20000500001,87382296AF
F74H20000500001,8737382BB6
F74H20000500001,873741354D
F74H20000500001,882089834E
F74H20000500001,874404348D
F74H20000510001,8744252107
F74H20000510001,946590149E
F74H20000510001,87040991B9
F74H20000510001,Z6B3453CD6
F74H20000530001,Z3032FF90F
F74H20000530001,8781744C64
F74H20000530001,93714740FF
F74H20000590001,900251780A
F74H20000590001,9002785534
F74H20000590001,93999246AC
F74H20000590001,ZD935B42C4
F74H20000590001,9489291AA6
F74H20000600001,84289616A8
F74H20000610001,ZC72DD1F14
F74H20000610001,84295962AE
F74H20000610001,Z4E2F3ADC8
F74H20000620001,ZFA3247C2C
F74H20000620001,903562841B
F74H20000620001,ZC8313EAEA
F74H20000630001,90385531E5
F74H20000640001,9037813F36
F74H20000660001,84370119B9
F74H20000670001,9073524CDD
F74H20000670001,9329782BA8
F74H20000690001,9365940A2F
F74H20000730001,94169633B4
F74H20000730001,92698813CC
F74H20000730001,9417034E48
F74H20000740001,9268827DFF
F74H20000740001,92557717DA
F74H20000740001,9169756209
F74H20000740001,9174336591
F74H20000750004,Z073834211
F74H20000750004,90330146F6
F74H20000750004,ZC532B85B7
F74H20000750004,Z5636DADD4
F74H20000750004,8900733D38
F74H20000760001,8960080BEA
F74H20000760001,8864439E76
F74H20000760001,9014250A6A
F74H20000770001,8960142F13
F74H20000780004,Z05376F24D
F74H20000780004,9365464163
F74H22000000006,Z4636BFF03
F74H22000170006,93371804B0
F74H22000170006,92409744FC
F74H22000370006,9283983921
F74H22000520006,9368404B8A
F74H22000600006,9366450F0B
F74H22000610001,9367708D2E
F74H22000620001,9367886016
F74H22000630001,9367918A7B
F74H22000670006,94020744E9
F74H22000670006,94021145EB
F74H22000710006,Z0A37ADDB0
F74H22000710006,9399463A3D
F74H22000720001,939891887E
F74H22000740001,94066347F0
F74H22000810006,940362767C
F74I19001530004,Z34302678A
F74I19001530004,8286097F8B
F74I19001530004,ZA43070E9A
F74I19001530004,Z3A2CF2D6D
F74I19001530004,Z9135377B7
F74I19001530004,Z212E80CB7
F74I19001530004,8645755EB7
F74J18000030002,9518525750
F74J18000030002,902038405D
F74J18000030002,Z08339F234
F74J18000040002,9518525750
F74J18000040002,902052658A
F74J22000070001,95273509EE
F74J22000150005,9217331E27
F74J22000230006,9301972620
F74J22000240006,ZB7378A786
F74J22000340006,9385709416
F74J22000340006,9363772D17
F74J22000380007,9360646970
F74J22000380007,9360568912
F74J22000410001,93818367FB
F74J22000420001,93984538C3
F74J22000420001,937785311D
F74J22000430006,9387793BD9
F74J22000460005,9399726348
F74J22000500001,9408694BE6
F74J22000560001,94497883C0
F75B20000060001,8490133763
F75B20000100001,85185333D0
F75B21000010001,8627969940
F75B21000010001,880911145D
F75B22000010002,9444963608
F75B22000010002,94787900F6
F75B22000010002,9377246C30
F75B22000010002,9444932C71
F75B22000020002,9442546B74
F75B22000020002,94424826A5
F75B22000020002,9478414AAA
F75B22000020002,9377292229
F75E21000040006,93875714A8
F75E22000050001,9489523A1A
F75E22000050001,946020367A
F75E22000050001,95648457C9
F75E22000120006,9397505A72
F75E22000120006,9397487B97
F75E22000120006,939294576B
F75E22000120006,939747300D
F75E22000180006,9318057FE0
F75E22000180006,Y26386D947
F75E22000180006,Y7438F2B4A
F75F21000820001,885398076E
F75F21000820001,Z1531E287C
F75F21000830001,8852488831
F75F21000830001,8852415BF2
F75F21000840001,Z833791025
F75F21000840001,Z6B379108A
F75F21000840001,Z3436FEB10
F75F21000960004,8841124653
F75F21000960004,Z0D3216F92
F75F21001130001,886101119A
F75F21001130001,8827990FCB
F75F21001540001,8838275741
F75F21001540001,8896762043
F75F21001560001,88721108C7
F75F21001660005,Z953294BDF
F75F21001660005,886023513A
F75F21001960001,8879248B3D
F75F21001960001,Z5432BA602
F75F21002130001,8882954D86
F75F21002130001,ZF832A3D47
F75F21002310001,88975434C2
F75F21002650001,8935012D25
F75F21002930007,ZC338052B7
F75F21002930007,Z403822277
F75F21002930007,Z50347064D
F75F21002930007,Z9F35C75B5
F75F21003360005,Z36347BE7C
F75F21003530001,9491278262
F75F21003530001,94886043BA
F75F21003530001,948860006E
F75F21003530001,9491289B73
F75F21003530001,9488595C4A
F75F21003580002,9540751CC8
F75F22000320006,9105286FB1
F75F22000320006,9095007D32
F75F22000320006,9095102B98
F75F22000320006,9129415795
F75F22000330006,9095065D0F
F75F22000330006,9095126F65
F75F22000330006,9129478B91
F75F22000330006,91052924A8
F75F22000380006,95690283B6
F75F22000560006,91598882B4
F75F22000560006,9159940D9A
F75F22000560006,93744790CD
F75F22000560006,9239891743
F75F22000560006,9376804F6F
F75F22000560006,93265944D8
F75F22000560006,9239804F75
F75F22000570001,9428451BE4
F75F22000570001,9518902E6A
F75F22000580006,9326119CDA
F75F22000580006,9326724021
F75F22000580006,915327624F
F75F22000580006,9326593405
F75F22000580006,932699823D
F75F22000620006,9326119CDA
F75F22000620006,9326724021
F75F22000620006,9326593405
F75F22000620006,932699823D
F75F22000630001,9326711565
F75F22000630001,93267559B3
F75F22000630001,93261706F2
F75F22000630001,9327013E9A
F75F22000640001,9326711565
F75F22000640001,93267559B3
F75F22000640001,9327013E9A
F75F22000640001,93261706F2
F75F22000720006,932699823D
F75F22000720006,9326119CDA
F75F22000720006,9326593405
F75F22000720006,9326724021
F75F22000730001,916735115E
F75F22000730001,ZD137ACBC0
F75F22000970006,9338415FD4
F75F22001030001,9366619A83
F75F22001060006,9381417E34
F75F22001140006,94069214C8
F75G18000070006,93501113B0
F75G18000070006,8561545A6E
F75G18000070006,8931345B0B
F75G18000070006,Z1B331BF3D
F75G20000040001,830665006F
F75G20000040001,8407081EB3
F75G20000040001,84102104D8
F75H19000090001,Z17341D326
F75H19000090001,88064933EC
F75H20000080001,9357530E07
F75H20000080001,95277357A5
F75H20000080001,9392177DA3
F75H21000060001,8954518E01
F75H21000060001,8990715CB7
F75H21000070001,895872099C
F75H21000080001,88771117BC
F75H21000090001,888327024F
F75H21000100001,8833081907
F75H22000010006,930458419F
F75I20000030001,ZC3318BAFF
F75I20000030001,8419661C0C
F75I22000060006,ZDB35C2F99
F75J19000600001,9411065086
F75J19000600001,Z9C2D7EACC
F75J19000600001,Z5C2AD8954
F75J19000600001,8644107EBE
F75J19000600001,Z45313377A
F75J19000600001,8271672FA8
F75J19000600001,Z632B2BEB1
F75J19000600001,8644085C97
F75J19000600001,90291989E5
F75J20000030005,83130577A6
F76B18000390006,Z0131D38C3
F76B18000390006,87099004DB
F76B18000390006,Z5C31AA005
F76B19005180001,889602935E
F76B19005180001,8779975892
F76B20001130007,8997657D6F
F76B20001130007,ZA137AB9E9
F76B20001130007,ZEA3785143
F76B20001130007,932796610F
F76B20001130007,8342845D7A
F76C21000020001,9393214568
F76C22000110006,9366199FE9
F76D19000180004,Z903865AEF
F76D19000180004,Z5E3865C2A
F76E18000080001,95474862B1
F76E20000030001,Z772D21A47
F76E20000030001,8390244860
F76E20000050005,839674090B
F76E20000050005,Z1D2DAA6F0
F76G19001470001,8393181013
F76G19001480005,Z7229BE16A
F76G19001480005,ZA32E0657B
F76G19001480005,ZD72E49D44
F76G19001480005,8435281616
F76G19001480005,Z562FEDCF2
F76G19001500001,8432383E92
F76G19001500001,ZAC2E2DA6D
F76G20000270001,Z762E014B8
F76G20000270001,8508326CB8
F76G20000390001,8434863D22
F76G20000400005,Z772E06D3B
F76G20000400005,84183008EB
F76G20000420001,Z972E12D34
F76G20000420001,8415884F2A
F76G20000500004,92117196FE
F76G20000500004,9315592DB2
F76G21001720001,9047134B26
F76G21001720001,9527400333
F76G22000290006,93693307B4
F76G22000290006,9369351908
F76G22000310006,93877719B2
F76H21000010008,9455873141
F76H21000010008,94558015D5
F76H21000010008,94559955ED
F76H21000010008,9456089380
F76J15000510002,8964616B24
F76J19000020001,Z722E25C00
F76J19000020001,Z542D25F48
F76J19000020001,8410083C08
F76J19000030001,8432905D57
F76J19000040001,Z5832DDDCC
F76J20000030001,83810862F6
F76J20000240001,8425690B56
F76J20000250001,Z912E30A0E
F76J20000360001,Z5D36C5988
F76J20000360001,Z6F31BDAF8
F76J20000360001,9038689220
F76J20000360001,Z9E3420A2A
F76J20000370001,87708183FB
F76J20000370001,ZD73255053
F76J20000370001,ZE1362998A
F76J20000370001,ZAC31BD6D2
F76J20000370001,Z4D3254F68
F76J20000540001,Z552DF537F
F76J20000540001,84227977F6
F76J20000750001,9480234894
F76J20000750001,9363062331
F76J20000760001,948016821F
F76J20000760001,9363072B6F
F76J20000820001,84189988ED
F76J20000830005,8437270F73
F76J20000850004,9361928B60
F76J22000090006,953333119E
F76J22000090006,9533266BF7
F76J22000090006,9533347ECE
F76J22000090006,9533200582
F77B19000100004,868542711A
F77B19000110001,8432900938
F77B20002160005,9383379150
F77B20002160005,9391842931
F77B20002160005,9416531F31
F77B20002160005,9124671CB4
F77B22000270006,9513355CE3
F77B22000560006,9394204661
F77B22000560006,9394138FE7
F77D18000040005,ZDC2356E03
F77D18000040005,81536859B6
F77D18000040005,ZF82CB2F06
F77D18000040005,ZD023CC838
F77G22000140007,Z1336B5A46
F77G22000140007,9324236AF4
F77G22000160006,9356696DCA
F77H17002310006,9373132936
F77H17002310006,8746051D98
F77H18000180004,76381901CA
F77H18000180004,95332617D8
F77H18000830004,9533304B53
F77H18003630002,9352409C0C
F77H18003630002,876438032D
F77H18003630002,92107810F0
F77H19001840001,920076791D
F77H19001840001,864487260D
F77H19001840001,9374051F96
F77H19001840001,ZA133195E6
F77H19001840001,9298019801
F77H19001840001,926803506F
F77H19001870001,92679022AD
F77H19001870001,9214382C90
F77H19002510001,95274658D5
F77H19002680005,9235804A8F
F77H19002690005,92522248C6
F77H19002690005,9408084485
F77H19002690005,874555544B
F77H19002710005,92356771C4
F77H19003750001,8568894B04
F77H19004360002,93549561E9
F77H19004360002,9394244763
F77H19004460002,89147371B3
F77H19004460002,ZD932CAE4E
F77H19004460002,8914793FE5
F77H20000020001,8865791A2C
F77H20000020001,8429340F68
F77H20000080002,ZBF2DDD540
F77H20000080002,Z142E682FC
F77H20000490001,Z5F2CBF214
F77H20000490001,Z5D2CBF285
F77H20000490001,8278976B1D
F77H20000970004,877308853E
F77H20000970004,844840545B
F77H20000970004,9286454046
F77H20001020001,83402586A0
F77H20001040001,8340393608
F77H20001050001,834041475C
F77H20001200005,83589832FD
F77H20001260001,Z612DEA05D
F77H20001270001,Z462DDFA40
F77H20001410001,8366833104
F77H20001430001,8400034757
F77H20001430001,836921705B
F77H20001450001,8371291FDB
F77H20001830001,8433036973
F77H20001880001,84779544F6
F77H20001880001,84144510A2
F77H20001910001,84069670A4
F77H20001960001,8424935C4A
F77H20001960001,8424948706
F77H20001960001,84249275B2
F77H20001970001,84189354F1
F77H20001970001,Z812F4C82D
F77H20001980001,8846296266
F77H20001980001,Z913261C06
F77H20001980001,8649047B5D
F77H20001980001,Z57320E89A
F77H20001980001,ZCA3189996
F77H20001990001,88843995FC
F77H20001990001,8892626B1D
F77H20002000001,9225724C47
F77H20002000001,92257967B3
F77H20002030001,911964484C
F77H20002030001,9478426493
F77H20002030001,91198480A7
F77H20002040001,9119798762
F77H20002040001,91195445C7
F77H20002050001,8424396F7D
F77H20002060003,9499073305
F77H20002070001,8427555E61
F77H20002070001,ZBA2E34B08
F77H20002080001,9430179DE1
F77H20002080001,93496707C2
F77H20002120001,94364157FF
F77H20002120001,90026337C4
F77H20002120001,9365908FC5
F77H20002130004,8429069FC5
F77H20002170001,ZF934CF870
F77H20002200001,9456394F2E
F77H20002230001,8433508EF3
F77H20002230001,9518525750
F77H20002240001,8436122C18
F77H20002250001,8993294CF9
F77H20002250001,ZC0324464D
F77H20002260001,Z75323D5EC
F77H20002260001,Z39323D570
F77H20002260001,9015341EBB
F77H20002260001,ZA8323D4F6
F77H20002350004,939005240B
F77H20002350004,9391704750
F77H20002350004,939377545C
F77H20002520001,8503848D5B
F77H20002520001,ZA233785E5
F77H20002520001,Z9F322AC65
F77H20002520001,Z002F467A3
F77H20003810001,8485042E27
F77H20003810001,8485023E79
F77H20003910001,8487417613
F77H20004500002,8536865BD9
F77H20006880001,8857419D60
F77H20006880001,88444753A9
F77H20006880001,ZF834C8C51
F77H20007030001,9042972092
F77H20007030001,9369296BA4
F77H20007030001,948913169E
F77H20007030001,ZC035206FB
F77H20007030001,946727527B
F77H20007030001,ZB6352073A
F77H21000900001,88566903CC
F77H21000900001,86804050D1
F77H21000950001,86873747CF
F77H21000960001,9003871566
F77H21000970002,89525928A0
F77H21001640001,87683363C5
F77H21002720001,9524639CBD
F77H21002730001,9524694A21
F77H21002740001,95246841E3
F77H21002750001,9524763314
F77H21002760001,952470640A
F77H21002770001,9524606185
F77H21002780001,9523862B8A
F77H21002790001,952472106C
F77H21002890001,Z1B31FF6EC
F77H21002890001,8832303701
F77H21003280001,ZDB321D337
F77H21003280001,8857048B38
F77H21005500001,8877798EA8
F77H21005500001,ZE6326BE29
F77H21005560001,ZC0327C18C
F77H21005560001,8863373EC5
F77H21005630001,8862724735
F77H21005640001,8864712FBF
F77H21005780001,ZD531E09E0
F77H21005780001,Z0C327739E
F77H21005780001,888926123D
F77H21005820001,8852103A7A
