CUP,CIG
I65F21000250007,8789691A77
I65F21000250007,Z2C34AD111
I65F21000250007,Z1234AD2E2
I65F21000290001,8798203ACA
I65F21000290001,8883827DF2
I65F21000300001,ZEB33FB82A
I65F21000300001,8854031186
I65F21000410001,8861449B0A
I65F21000410001,Z8237333C2
I65F21000670001,888134803A
I65F21000670001,889205109F
I65F21000700001,89018230BB
I65F21000700001,8883304E5A
I65F21000720001,888769993A
I65F21000720001,Z4032E3574
I65F21000740001,8891307AA4
I65F21000750001,88917242C5
I65F21000750001,8891734B03
I65F21000760005,889197738D
I65F21000770001,889647101F
I65F21001660001,Z01349C2A2
I65F21001660001,9412897854
I65F21001670001,Z9A36D2D16
I65F21001670001,Z89389733A
I65F21001670001,ZF235AA0DD
I65F21001670001,94115733BC
I65F21001670001,9047613670
I65F22000050001,94885463DD
I65F22000050001,94733507B9
I65F22000050001,9487727002
I65F22000050001,948479084F
I65F22000370006,9539064CA0
I65F22000430006,ZC2354E0FD
I65F22000440001,932659125F
I65F22000440001,9326122F53
I65F22000440001,932699716A
I65F22000440001,932678634A
I65F22000490003,9326623CC4
I65F22000490003,9326579876
I65F22000490003,932674731B
I65F22000490003,9327027A29
I65F22000500003,9326579876
I65F22000500003,9326623CC4
I65F22000500003,932674731B
I65F22000500003,9327027A29
I65F22000760006,9399599A78
I65H20000050002,892224557E
I65H20000050002,88460073E8
I65H22000040005,ZC736D2C78
I65I20000010005,84267451F6
I65I20000010005,Z28318ACAC
I65I20000010005,ZE92DE1489
I65I20000030001,Z2C2E1D861
I65I20000030001,ZE92F043CD
I65I20000030001,89068694D1
I65I20000030001,8905346BFD
I65I20000030001,Z282F0284B
I65J19000190001,90828561E3
I65J19000190001,9431920A9A
I65J19000190001,9082287C52
I65J19000190001,8569424066
I65J19000190001,8570464A9F
I65J19000190001,89984950FD
I65J19000190001,9081412A40
I65J19000200001,8568642B0F
I65J19000200001,9084609880
I65J19000200001,9010932851
I65J19000200001,85687292DD
I65J19000200001,9089358780
I66B20001220005,83094685EA
I66D02000020008,9458544D6B
I66D19000100001,8419004DDF
I66D19000100001,8418991328
I66D19000110001,843537754F
I66E18000060001,9180072311
I66E18000060001,922528305E
I66E18000060001,917542041D
I66E18000060001,9169768BED
I66E19000080004,9380059D8C
I66E20000010006,84998233D5
I66E20000010006,Z4B2DD56E1
I66E20000010006,ZAA32B2632
I66E20000020005,8337749024
I66E20000050001,8368429612
I66E20000050001,8415782AFF
I66F22000000001,93970502FA
I66G20000110007,8399335682
I66G20000140001,8419357131
I66G20000150001,840674596E
I66G20000200001,8434845E47
I66G21001250007,Z1B3355DC8
I66G21001250007,Z023069A62
I66G21001250007,8886760259
I66G21001930004,9040370D51
I66I22000020006,Z03376B208
I66I22000020006,938885476B
I66J19000070004,8432825B53
I66J19000080001,843657953B
I66J20000160003,ZC32DA4E56
I66J20000160003,ZF62DA4E5B
I66J20000160003,8467279BAA
I66J20000160003,ZD233049FB
I66J20000300001,Z812DEE8B8
I66J20000300001,84341955E4
I66J20000300001,8458298850
I66J20000300001,8434206EF5
I66J20000300001,8591372076
I66J20000300001,8591383987
I66J20000300001,8434171217
I66J20000350005,84045061C2
I66J20000520001,843037123B
I66J20000520001,Z3C39282DA
I66J20000520001,Z6A2E2F3C7
I66J20000550001,8432802859
I66J20000550001,ZAA2DA9122
I66J20000570005,8408303F20
I66J20000570005,842886469C
I66J20000570005,8408269315
I66J20000570005,84289372DB
I66J20000610005,8437304B83
I66J20000610005,Y492EDC19C
I66J20000620001,ZD8347AA6B
I66J20000620001,Z6F36AFB74
I66J20000620001,9212057DE9
I66J20000670001,92452204E5
I67B20001350001,84229641C8
I67B20001350001,ZDC2D33371
I67B20001460001,9421589D30
I67B20001460001,92133866A5
I67B20001460001,9153110950
I67B20001480001,9022872585
I67B20001480001,9244955A34
I67B20001480001,9185209241
I67B20001480001,9038585C4A
I67B20001480001,9022881CF0
I67B20001480001,918516806C
I67B20001480001,903408177A
I67B20001490001,9179006360
I67B20001490001,9024239D98
I67B20001500001,90417239DA
I67B22000060006,Z64362A8DF
I67D22000040005,9271739112
I67D22000080006,9361591548
I67G22000000006,943628196A
I67H16001190005,86401426BB
I67H18000050005,9401112B09
I67H18000050005,916890756A
I67H18000050005,ZF53767D9A
I67H18000050005,93840689E2
I67H18000050005,93771469AB
I67H18000050005,8652045566
I67H19000970004,8299099924
I67H19000970004,8168641FC9
I67H19001110001,9431105A0B
I67H19001110001,87363453F6
I67H19001130001,93915410CF
I67H19001300001,84179854FA
I67H19001300001,848113345B
I67H19001730004,9348095408
I67H19001730004,9520258D6C
I67H19001740004,934925514C
I67H19001740004,9520947603
I67H19001840001,8295457BAA
I67H19001920001,8427893551
I67H20000060004,8309420E4B
I67H20000200004,91612338A0
I67H20000500005,83773518BC
I67H20000580001,8327210713
I67H20000580001,83542419C2
I67H20000720005,Z192AF6086
I67H20000720005,8393453089
I67H20000730001,8343677C11
I67H20000800001,ZDB2D77865
I67H20000800001,ZB22DF7177
I67H20000800001,Z6D2DDA2B7
I67H20000800001,Z302DF6FC3
I67H20000850001,Z442D96512
I67H20000850001,Z852D8320E
I67H20001240005,ZB232A6442
I67H20001240005,ZB431B7207
I67H20001240005,840939651C
I67H20001240005,Z5832BF48B
I67H20001240005,Z0A32207B7
I67H20001250001,8586705520
I67H20001290003,84080828C2
I67H20001320005,Z132D992B1
I67H20001320005,ZD32DAE3C2
I67H20001420005,Z4E354EDD8
I67H20001470001,ZDF2FE4B81
I67H20001470001,87170197A3
I67H20001470001,Z7F2FE23E7
I67H20001470001,88132793E8
I67H20001470001,ZD12FEC14F
I67H20001470001,85640372E7
I67H20001480001,8434572CFE
I67H20001480001,Z592E32B01
I67H20001550001,ZA337B13AC
I67H20001550001,90892985FD
I67H20001600001,843099010C
I67H20001610001,9536951CEC
I67H20001610001,9348585863
I67H20001620001,9536515522
I67H20001620001,9349367DB5
I67H20001630001,954403205D
I67H20001640001,9174481D37
I67H20001640001,Z0836A2A4E
I67H20001650001,Z8D2E4A4C6
I67H20001660001,84344719A6
I67H20001670001,8435248AD9
I67H20001700001,933947281A
I67H20001700001,9183468588
I67H20001710001,8996225FB5
I67H20001710001,903330571A
I67H20001760005,88811951F7
I67H20001760005,929770226A
I67H20001760005,ZDC300CCE7
I67H20001760005,9414842D63
I67H20001760005,Z003242FF7
I67H20002400002,ZED33198BC
I67H20002430005,8946924340
I67H20002740001,8880923181
I67H20002740001,ZBF34518A6
I67H20002740001,Z123451C06
I67H20002740001,8895988189
I67H20002740001,91898708A0
I67H20002780001,8880884152
I67H20002780001,Z4336B7AD2
I67H20002780001,Z3C32D4B06
I67H20002780001,Z93324B5B6
I67H20002780001,ZB5324B60D
I67H21000250004,90821413D9
I67H21000270004,Z933506CC8
I67H21000270004,921667941E
I67H21000270004,ZF43506A7E
I67H21000270004,92169503C1
I67H21000420006,8934417226
I67H21000430006,9352277F1D
I67H21000430006,Z0234ADC4C
I67H21000540001,8691724D89
I67H21000540001,8715085BA5
I67H21000660007,88305944B2
I67H21000800001,8751462EE4
I67H21000800001,87401106EF
I67H21000800001,ZD533F94D2
I67H21000890001,8782310F77
I67H21000980001,9537415BD4
I67H21001150001,9444916F3C
I67H21001150001,9444527E39
I67H21001150001,9347808730
I67H21001150001,9303932791
I67H21001150001,9331836AAC
I67H21001150001,9446936235
I67H21001150001,9443773005
I67H21001150001,9330809B2A
I67H21001160001,9446936235
I67H21001160001,9444916F3C
I67H21001160001,9443773005
I67H21001160001,9330809B2A
I67H21001160001,9303932791
I67H21001160001,9444539822
I67H21001160001,9293160E39
I67H21001160001,9331836AAC
I67H21001160001,93478287B1
I67H21001170001,9444916F3C
I67H21001170001,9443773005
I67H21001170001,9347843413
I67H21001170001,9331836AAC
I67H21001170001,944455120B
I67H21001170001,9446936235
I67H21001170001,9330809B2A
I67H21001180001,9335654963
I67H21001180001,9335693992
I67H21001180001,9393082879
I67H21001180001,94518243E9
I67H21001180001,9312406888
I67H21001190001,946037546B
I67H21001190001,94719303E8
I67H21001190001,9503702EFA
I67H21001190001,9463220031
I67H21001200001,930931301E
I67H21001620001,95374844C7
I67H21001630001,9536241306
I67H21001640001,95375012CF
I67H21001800001,87861028BB
I67H21002320001,8809490D1D
I67H21002680001,88475816CF
I67H21003330001,ZBD32BE3A5
I67H21003330001,8899558397
I67H21003390001,ZA93812B41
I67H21003390001,8888744797
I67H21003410005,8901895C22
I67H21003410005,89018918D6
I67H21003410005,Z0232C9C8E
I67H21003410005,Z0D32A5533
I67H21003410005,8901878E1A
I67H21003410005,ZBA32A54C4
I67H21003410005,8901871855
I67H21003410005,Z8832C9C65
I67H21003430001,Z5132B4AFF
I67H21003430001,88779414AD
I67H21003440001,8899024AE9
I67H21003440001,8899006C0E
I67H21003530001,8886332127
I67H21003690001,8901898E9B
I67H21003690001,Z812E00318
I67H21003690001,ZB432F8F73
I67H21003690001,ZD932C3E88
I67H21003690001,8901910884
I67H21003690001,89019021EC
I67H21003690001,8901906538
I67H21003690001,Z0532C461A
I67H21003690001,8901904392
I67H21003690001,Z0232F8F84
I67H21005600004,Z14342D23E
I67H21005880006,9512171BD2
I67H21006200001,9042595973
I67H21006200001,9042584062
I67H21006220001,ZA835184F9
I67H22000830001,Z4A3534E07
I67H22000980007,Z4F38F01F1
I67H22001000006,9552150B89
I67H22001000006,9454511D48
I67H22001480006,9176323D48
I67H22002160001,9323890D6C
I67H22002280006,9323753C5E
I67H22002650006,93934919FD
I67H22002670006,93987730D8
I67H22002670006,9398707A5E
I67H22002690001,93956141F4
I67H22002690001,Z6137AD8B4
I67H22002740006,9405029B72
I67J22000000001,9190437C86
I68B20000160001,9234483870
I68B20000210002,95111880A3
I68B20000210002,951655097D
I68B20000210002,88791011F1
I68B20000230001,Z68343EEAB
I68B20000230001,9214111CED
I68B20000230001,926313874B
I68B20000230001,ZCC343E267
I68B20000230001,Z003444B3C
I68B20000330001,9444784252
I68B20000330001,8806444B7A
I68B22000070005,931199448B
I68B22000070005,Z50370BE8C
I68C19000120005,9415966CF1
I68C19000120005,ZA734101E7
I68C19000120005,9395453D14
I68C19000120005,9261034F02
I68C19000130001,84977526C9
I68C20000010001,8738139C68
I68C20000010001,953488218B
I68C22000190006,9397980270
I68E18000060001,9188682443
I68E18000060001,899344271D
I68E18000060001,ZE3354D937
I68E18000130003,93010247CF
I68E18000130003,845738353C
I68E18000130003,9317821D20
I68E18000130003,9133434C29
I68E18000130003,Z4B384B462
I68E19000010004,8935166C3B
I68E19000010004,92920699E8
I68E19000010004,9167609645
I68E19000010004,9485626A32
I68E19000010004,8430766830
I68E22000010001,933192434D
I68E22000010001,9303197906
I68E22000020001,933196337C
I68E22000020001,9303197906
I68E22000030001,9331958F58
I68E22000030001,9303197906
I68E22000040001,9331958F58
I68E22000040001,9303197906
I68E22000130001,9460505FAF
I68E22000140001,9397411CDF
I68G19000030001,Z38353754C
I68G19000030001,8732597F00
I68G19000030001,Z1A31FB00F
I68G19000030001,910130172D
I68G19000030001,Z8D31FB0A9
I68H22000010006,ZD13538DDE
I68H22000090001,93655253B9
I68H22000130006,9314782147
I68H22000130006,Z9937509B8
I68I10000160002,91853327C0
I68I10000160002,9183228F77
I68I10000170002,91853327C0
I68I10000170002,9183228F77
I68I20000340001,90149869C8
I68I20000930004,93715618C8
I68I20000940004,9371534282
I68I21000400005,Z0431F4EF2
I68I21000400005,8859225FBB
I68I21000410005,Z233250847
I68I21000410005,88592379A4
I68I21000460004,9480053338
I68I21000460004,91897483F4
I68I21000460004,9082345C2F
I68I21000460004,9189769548
I68I21000460004,ZD13552BA0
I68I21000460004,93436618F9
I68I21000460004,9182431DC3
I68I21000460004,9189816C0F
I68I21000460004,9189699B82
I68I21000460004,ZD635471B4
I68I21000460004,Z1F3575D80
I68I21000460004,9309025273
I68I21000460004,9182519664
I68I21000460004,Z3E3519B63
I68I21000460004,91268681BD
I68I21000460004,ZFA3655673
I68I21000460004,9219612880
I68I21000460004,ZE3346F9F5
I68I21000460004,ZD83550C2D
I68I21000460004,91898074A4
I68I21000460004,9189793915
I68I21000460004,9307789677
I68I21000460004,9126899B4F
I68I21000520005,ZF032E2A10
I68I21000520005,ZAB36EDC2C
I68I21000520005,88386604F8
I68I22000220009,93282435A4
I68I22000220009,93622873A4
I68I22000220009,9362700874
I68I22000220009,936097374A
I68I22000220009,9348749FB7
I68I22000230008,9362700874
I68I22000230008,93622873A4
I68I22000230008,93282435A4
I68I22000230008,936097374A
I69D17000750001,94025215C9
I69D20000160001,8430564180
I69D20000190001,ZC62E24F58
I69D20000190001,8832462A36
I69D22000080006,91880835F3
I69E19000720004,Z502B474BE
I69E19000900005,Z2C2F79B67
I69E19000900005,8414172A62
I69E19000900005,Z492D97716
I69E19000900005,ZDE2DA54A2
I69E19000900005,ZEA2FFD89E
I69E19000900005,ZB62CD0778
I69E19000900005,Z5E2FFF87F
I69E20000240005,ZA12CC4785
I69E20000240005,835272785E
I69E20000240005,ZC02F4160B
I69E20000240005,Z3D2D9D004
I69E20000240005,ZF92FF5E2E
I69E20000320001,8422202CF2
I69E20000320001,84222092BC
I69E20000320001,Z282DE5531
I69E20000320001,ZE42D3B123
I69E20000320001,Z532DDA874
I69E22000000006,95000812D9
I69F18000500006,8910216ED6
I69F18000500006,9327670CC7
I69F18000500006,93120903C4
I69F18000500006,927207672A
I69F22002060006,9400923F10
I69G20000140001,84180770E7
I69G20000140001,ZB92D5FAA7
I69H18000040001,87152492FE
I69H18000040001,9420990EE0
I69H18000050001,86552591AE
I69H18000050001,Z3133F144C
I69H18000050001,8655251B11
I69H18000050001,8645208B52
I69H18000050001,898380024A
I69H18000050001,9166544767
I69H18000050001,Z5E349D5D1
I69H18000190001,Z6C36A9B8A
I69H18000190001,9009191B98
I69H18000190001,Z6736DF129
I69H18000190001,8631821407
I69H18000190001,Z1736A9B2E
I69H18000190001,ZEF36A9B8D
I69H18000190001,863181818E
I69H18000190001,8631655B08
I69H20000050001,Z642CE73AC
I69H20000110005,8405191708
I69H20000110005,ZEA2D8175A
I69I22000150004,9209050C75
I69I22000790001,9486403B65
I69J16000650003,8570062EE0
I69J16000650003,Z3133499BC
I69J16000650003,889883709B
I69J16000650003,8569401D67
I69J20000050001,826990095D
I69J20000090001,84304779B2
I69J20000310001,842825935A
I69J20000330001,8437791D65
I69J20000330001,ZF92E37872
I69J20000340001,8438359223
I69J20003060001,ZB232C2164
I69J20003060001,ZF8350C3D0
I69J20003060001,88942707CA
I69J20003070001,88943287A7
I69J20003150001,8932208339
I69J20003680001,9397894B75
I69J20003680001,Z053711534
I69J21000120001,Z3C30B8831
I69J21000120001,8802471CDA
I69J21000390001,88411099F1
I69J21000390001,Z6333686A9
I69J21000390001,Z5B3109AD8
I69J21000550005,8693645ECB
I69J21000550005,Y8D2F14B43
I69J21000550005,Z3732FFDE3
I69J21000560001,8845785CB2
I69J21000560001,Z073200A0B
I69J21000980001,9366773999
I69J21001290001,Z3031CB452
I69J21001290001,8878687C49
I69J21001380001,8763444EC0
I69J21001390001,8763488313
I69J21002310001,88125190BD
I69J21002370001,8830706120
I69J21002450001,88905867A8
I69J21002450001,ZD0324F246
I69J21002450001,Z95324F20F
I69J21002660001,886017608A
I69J21002880001,Z9433E564C
I69J21002880001,8885281DD3
I69J21003230001,8870043F07
I69J21004300001,8864040535
I69J21004500001,8873005B5A
I69J21004500001,8873023A35
I69J21004500001,8873017543
I69J21004760001,Z5032DB371
I69J21004760001,Z6F32DB3F4
I69J21004760001,890035554B
I69J21004780001,88854075D0
I69J21004880001,Z9732EB2DF
I69J21004880001,8900135FBB
I69J21004890001,88919594B2
I69J21005030001,889567928A
I69J21005240001,8897458E9A
I69J21005600001,8935811084
I69J21005690001,89016967EB
I69J21013990001,89440943DC
I69J21014910006,94155104A6
I69J21015010006,ZE63446107
I69J21015010006,Z8F36885CB
I69J21015410006,Z513618A5B
I69J21015420006,Z14363DAC9
I69J21015810001,ZB035676F4
I69J21016500001,9145803B62
I69J21016500001,91452578D0
I69J21016670001,92929966E5
I69J21016670001,92936388B0
I69J21016670001,929102083F
I69J21016680001,9294022594
I69J21016680001,929365243F
I69J21016680001,92910809C2
I69J21016680001,92930091A1
I69J21016930006,ZAC34E6CDA
I69J21016940006,ZF034E6F7E
I69J21017130006,9041458F29
I69J21017150001,9051032BE1
I69J21017150001,Z6F34BC4A2
I69J21017210005,9537767E4E
I69J21017220001,Z703825D7C
I69J21017220001,9413079E83
I69J21017370005,9364919F9F
I69J21017370005,92177041FA
I69J21017370005,92010155C6
I69J21017600006,9326141F01
I69J21017600006,932659667E
I69J21017600006,932700472F
I69J21017600006,9346630B11
I69J21017600006,932679283C
I69J22000000006,9354735B86
I69J22000010003,919050764C
I69J22000010003,9372531940
I69J22000010003,92010155C6
I69J22000020003,92010155C6
I69J22000020003,919050764C
I69J22000020003,9372473963
I69J22000030003,92010155C6
I69J22000030003,919050764C
I69J22000030003,9372501081
I69J22000040003,9372553B67
I69J22000040003,92010155C6
I69J22000040003,919050764C
I69J22000050003,9364847438
I69J22000050003,92010155C6
I69J22000050003,92177041FA
I69J22000120006,Z0A38D0712
I69J22000160006,ZB138016F5
I69J22000160006,Z77383F062
I69J22000160006,Z9C37B7DA3
I69J22000170006,Z1D3835B9B
I69J22000180006,Z80385EFAC
I69J22000180006,ZF9385FF9E
I69J22000260007,Z9F37E510D
I69J22000260007,Z8D37A612E
I69J22000260007,ZEF37AE095
I69J22000330001,ZF935F4DF1
I69J22000330001,ZF135D4619
I69J22000330001,Z803507F31
I69J22000330001,ZD836631BC
I69J22000330001,ZE43763F2C
I69J22000330001,ZDC35717D8
I69J22000330001,ZEA3572B4E
I69J22000330001,Z8D35DBA4B
I69J22000330001,Z15367B859
I69J22000330001,ZD738285FE
I69J22000390006,Z6337B3372
I69J22000390006,ZA337B2B34
I69J22000390006,ZAD385F104
I69J22000390006,Z3A3881966
I69J22000390006,Z3737B24A5
I69J22000520006,Z753853948
I69J22000520006,Z8037FEB5B
I69J22000520006,ZC437FEB0E
I69J22001320002,9361098E6F
I69J22001320002,ZB3377A590
I69J22001320002,92270778D0
I69J22001320002,9362700874
I69J22001320002,93469177E9
I69J22001320002,93622873A4
I69J22001370007,9357567C90
I69J22001380007,9330541E00
I69J22001440008,93618982A1
I69J22001440008,9347000C66
I69J22001440008,9362700874
I69J22001440008,93622873A4
I69J22001450008,93618982A1
I69J22001450008,9362700874
I69J22001450008,9347000C66
I69J22001450008,93622873A4
I70J21000070001,9385255D6C
I70J21000080001,9407312771
I70J21000080001,ZF737C4D83
I70J21000080001,9343841D82
I71B19000820004,906694253C
I71B19000820004,9069043B07
I71B19000820004,ZB035AB746
I71B19001020001,8420375943
I71B19001020001,8404597CD7
I71B20000320005,Z643057FF3
I71B20000320005,ZAE30F447B
I71B20000320005,Z542DCEC79
I71B20000320005,8393294D4F
I71B20000350001,8401830174
I71B20000350001,84018333ED
I71B20000380001,Z912EF06EC
I71B20000390001,8431124F9C
I71B20000400001,8424236B75
I71B21000080001,888277382A
I71B21000480001,Z4739255C6
I71B21000480001,ZEC392280B
I71B21000480001,ZE439254F3
I71B21001210005,Z6D316A6F4
I71B21001210005,Z9B316AA87
I71B21001250005,ZDB368B0D4
I71B21001250005,94655399E1
I71B21001250005,Z9436CB3DA
I71B21001250005,ZBF365854C
I71B21001250005,93302058BB
I71B21001260001,9414963141
I71B21001270001,9438086AF2
I71B21002180001,8855773F0D
I71B21002180001,8882560864
I71B21003050005,Z5932B1449
I71B21003050005,Z9232AF496
I71B21003250001,885711742B
I71B21003250001,8890764A8B
I71B21003480001,Z2F385BA77
I71B21003480001,88983617CA
I71B21003480001,ZF832CC368
I71B21003600001,88928915CE
I71B21003640001,Z3232F88D8
I71B21003640001,ZBC349B744
I71B21003640001,ZF734ABC49
I71B21003640001,8940073D9D
I71B21004540001,89438889DB
I71B21004590005,Y26392E8C6
I71B21004590005,9493253035
I71B21004590005,9309640DF3
I71B21004590005,9338497383
I71B21004590005,YB13828E61
I71B21004590005,Y1434D8B8E
I71B21004590005,9092354FDE
I71B21004590005,9338498456
I71B21004590005,YBE34CC347
I71B21004590005,Y9834E4B07
I71B21004590005,Y7734844AE
I71B21004590005,Y4D348432A
I71B21004590005,YD437E0813
I71B21005570004,9043819B86
I71B21006000004,9043489B33
I71B21006090004,90434570CE
I71B21006100004,9043514FD3
I71B21007000003,93622873A4
I71B21007000003,93618982A1
I71B21007000003,9362700874
I71B21007000003,9306822878
I71B21007000003,9340976140
I71B22000270006,9442705EA9
I71B22000630008,9119947259
I71B22000630008,9362700874
I71B22000630008,9269426C4F
I71B22000630008,9287662524
I71B22000630008,93622873A4
I71B22000630008,952621949B
I71B22000630008,9361139049
I71B22000630008,93409278CE
I71B22000710006,9479491371
I71B22000720006,94850173A4
I71B22000990001,Z9637086E6
I71B22000990001,9342067591
I71C19000230001,8428544E87
I71C19000230001,ZDA2D4F7E1
I71C19000230001,Z9E2DBC99C
I71C20000020001,83955177CB
I71C20000040001,8365022A85
I71C20000040001,8386602AE6
I71C22000050006,95701311F0
I71C22000260006,9485146E15
I71C22000260006,9485162B4A
I71C22000430006,9420421954
I71C22000610006,ZA33842F3A
I71C22000730006,ZB73804999
I71C22000730006,Z80385CB65
I71C22001400006,947518305F
I71D20000160001,Z492EE0739
I71D20000160001,89062749CD
I71E20000150001,Z3E2E444F7
I71E20000150001,ZE72EAA003
I71E20000150001,8433526DCE
I71E20000210001,84918532C8
I71E22000040005,Z8836D2D23
I71F19000220004,8565677C43
I71F22000160006,9562136C3E
I71F22000170006,9567761E23
I71F22000170006,9562271BA6
I71F22000240006,9545076DE2
I71F22000300006,9571084460
I71F22000390006,9492360F43
I71F22000420006,94287789BE
I71F22000570006,9513452CEF
I71F22000570006,Z9C38091BD
I71F22000800006,Z7738183BF
I71F22000960006,Z9138475DF
I71F22001130006,Z133818344
I71F22001300006,94924021F0
I71F22001310006,Z6937DC8EB
I71F22001310006,9502881979
I71F22001330006,Z323856DD1
I71F22001420006,9556457DC8
I71F22001450007,Z2337D8602
I71F22001450007,9547327F77
I71F22001550002,95025307D2
I71F22002130006,ZF135832FA
I71F22003020006,Z78393AA75
I71G22000000006,9424887EC8
I71G22000000006,9424855463
I71G22000000006,9424907F49
I71G22000000006,94248998B1
I71H19000020006,8431468B7E
I71H19000020006,9064013426
I71H19000020006,94281134F9
I71J20000140001,8514940EC3
I72B22000060006,938805433E
I72B22000060006,9390885375
I72B22000060006,9450922B8C
I72B22000070002,Z7A362925E
I72B22000070002,91564025F6
I72B22000600006,9286492F9D
I72B22000600006,9286522861
I72C20000150001,8425110CB4
I72C21000450007,938842770C
I72C22000240006,93270236DD
I72C22000240006,9326619978
I72C22000240006,9326235C94
I72C22000240006,9326808571
I72C22000310005,9398009A5C
I72C22000310005,93980067E3
I72C22001020006,9386846E5B
I72C22001020006,9386941CC1
I72C22001020006,93765394C3
I72C22001030006,93829829B0
I72E20000010001,8819457E24
I72E20000010001,8525145435
I72E20000060001,8809620866
I72E20000070001,ZD336C59F6
I72E20000070001,Z24354E381
I72E20000070001,Z88356955A
I72E21000050006,9394194E1E
I72E22000090007,94044551C7
I72E22000110007,9405870179
I72E22000120006,9255112807
I72E22000120006,9379586739
I72E22000170006,9344122568
I72E22000170006,Z3836E7695
I72E22000310006,ZF937A3AA3
I72E22000310006,Z0637A39DA
I72E22000310006,9510920379
I72E22000310006,9402290728
I72E22000320006,9392511147
I72E22000340006,9394033943
I72E22000350006,940346941A
I72E22000350006,940012086A
I72E22000360006,94043879A7
I72F20000080001,ZE92F3AD66
I72F20000080001,8510592AAF
I72F22000070006,9424894492
I72F22000070006,94248521EA
I72F22000070006,9424884C4F
I72F22000070006,9424906E76
I72F22000080006,9312557525
I72F22000080006,9168702C3C
I72F22000270001,92069653DF
I72F22000380006,9302479883
I72F22000380006,9302130882
I72F22000510001,938260743C
I72F22000510001,ZCD3793B9F
I72F22000620006,9424604541
I72G19000330004,8729803D52
I72G19000330004,ZD632BAD98
I72G19000330004,Z2332BAE5F
I72G19000840001,8363592E71
I72G20000080001,8321957829
I72G20000180005,833370139F
I72G20001150001,83555577C2
I72G20001160005,ZD52D741D5
I72G20001160005,8372434F17
I72G20001160005,Z442D714DE
I72G20001180001,8432340B17
I72G20001180001,ZCF2D89470
I72G20001190001,Z7C2D8A549
I72G20001190001,8432355779
I72G20001230001,8398742D24
I72H22000010005,9424614D7F
I72H22000010005,9424672D5C
I72H22000010005,9424709BE5
I72H22000010005,9424751E8D
I72H22000120006,Z56367787D
I72J19005730001,Z5131E1C39
I72J19005730001,8613333B3D
I72J20000000004,8436762C3D
I72J20000000004,843671122A
I72J20000670001,Z8E2D8EDCA
I72J20000670001,8432327060
I72J20000680001,8432304D61
I72J20000680001,ZF82E17B50
I72J20000710005,8407449E62
I72J20000710005,Z142D5A30A
I73B18000070001,Z3032ED0F5
I73B18000070001,8841561EF0
I73B18000070001,Z9D348A33E
I73B18000070001,8857129E0F
I73B18000070001,8968131FCE
I73B19000080001,9483322CDF
I73B19000080001,Z1E35834EF
I73B19000080001,Z8735FD6E0
I73B20000060001,829674850A
I73B20000060001,Z5F2C552D9
I73B22000000001,9391213222
I73B22000000001,9391050B9C
I73B22000000001,93891446BC
I73B22000010001,9391110D1F
I73B22000010001,938907911A
I73B22000010001,9391185B04
I73B22000020001,93912332A3
I73B22000020001,93911351C4
I73B22000020001,9389165810
I73C22000000001,9288852B27
I73C22000000001,9288873C7B
I73C22000000001,9288867789
I73C22000010001,92888899B0
I73C22000010001,9288877FC7
I73C22000010001,9288881318
I73C22000020001,9288895EA2
I73C22000020001,928889704D
I73C22000020001,928890788B
I73C22000020001,92888991F3
I73C22000150001,9191063121
I73C22000400006,940510060B
I73C22000400006,9405149E78
I73D20000140001,8407564D49
I73D20000140001,ZF12CF1E0A
I73D20000160004,8444434761
I73D20000160004,Z0031D4442
I73D20000210003,Z122DA9544
I73D20000210003,Z5A31C928A
I73D20000210003,Z4B2DD4636
I73D20000210003,Z172E2DD68
I73D20000210003,84143984E4
I73D20000290004,8838820900
I73D20000440001,ZC92DD519F
I73D20000530005,Z952D94CD2
I73D20000530005,8416559C32
I73D20000530005,Z7D2D9521E
I73D20000870001,ZF52E2C1FB
I73D20000870001,8428017BA3
I73D21000150003,9019359281
I73D21000150003,8772860916
I73D21000150003,9048706C67
I73D21000150003,8757546B92
I73D21000160001,ZF335D6BE5
I73D21000430001,95240441BE
I73D21000440001,9559054CE5
I73D21001320001,8872216043
I73D21001370001,8878001630
I73D21001400001,88712757B7
I73D21001400001,8871285FF5
I73D21001400001,ZF5329F9CC
I73D21001400001,8871299B84
I73D21001480001,8894907576
I73D21001480001,890188758A
I73D21001480001,8938463D00
I73D21001480001,93306800B9
I73D21001530001,8932102BBD
I73D21001780001,95341261AC
I73D22000330006,9377362BEA
I73D22000350006,9455296518
I73D22000450001,928630989B
I73D22000560006,9392350C67
I73D22000570001,93941287A9
I73E22001100006,9392201175
I73G20000000005,Z112DA478A
I73G20000000005,841048796D
I73G20000080001,84228270BA
I73G20000380001,841672445E
I73G20000380001,8416786787
I73G20000380001,8416759141
I73G20000440002,843523829B
I73G22000070001,94015146C8
I73G22000070001,9401289D19
I73G22000080006,9406559A0B
I73H19000320001,9157623590
I73H19000320001,915760892E
I73H19000320001,8981593503
I73H19000330001,8981516578
I73H19000330001,9157633DCE
I73H19000330001,9157640398
I73H19000390001,865770000F
I73H19000390001,86581714BC
I73H19000390001,86585941CF
I73H19000390001,93705094A6
I73H19000390001,8658568C57
I73H19000420001,Z693753A8D
I73H19000420001,906676532C
I73H19000420001,Z03376792A
I73H19000420001,8622709491
I73H19000420001,Z5836A5861
